dataset_id	dataset_name	sample_id	probe_id	yugene_value
6074	Macfarlan_2012_22722858a	mESC 2C tomato - WT1	10579769	0.999593292984
6168	Han_2010_21056461	T9-EPiSC rep1	ILMN_2588056	0.999589639286
6231	Kojima_2013_24139757	EpiSCs_LMS4_2	ILMN_2758581	0.999584722765
6399	delValle_2013_23487312	Beta-catenin null -/-, replicate 3	10353250	0.999583823349
6074	Macfarlan_2012_22722858a	mESC 2C tomato - WT2	10545765	0.999572130584
6074	Macfarlan_2012_22722858a	mESC 2C tomato - WT2	10501857	0.999572130584
6074	Macfarlan_2012_22722858a	mESC 2C tomato - WT2	10496626	0.999572130584
6074	Macfarlan_2012_22722858a	mESC 2C tomato - WT2	10491967	0.999572130584
6074	Macfarlan_2012_22722858a	mESC 2C tomato - WT2	10480032	0.999572130584
6146	Polo_2010_20644536_a	Tail tip fibroblast-derived iPS, replicate 1	10417617	0.999566332603
6074	Macfarlan_2012_22722858a	mESC 2C tomato + WT2	10353250	0.999564727451
6399	delValle_2013_23487312	Beta-catenin null -/- E-cadherin alpha fusion construct, replicate 3	10353250	0.999557187124
6399	delValle_2013_23487312	Beta-catenin null -/- E-cadherin alpha fusion construct, replicate 1	10353250	0.999556438473
6074	Macfarlan_2012_22722858a	mESC 2C tomato + WT1	10545765	0.999555902668
6074	Macfarlan_2012_22722858a	mESC 2C tomato + WT1	10501857	0.999555902668
6074	Macfarlan_2012_22722858a	mESC 2C tomato + WT1	10496626	0.999555902668
6074	Macfarlan_2012_22722858a	mESC 2C tomato + WT1	10491967	0.999555902668
6074	Macfarlan_2012_22722858a	mESC 2C tomato + WT1	10480032	0.999555902668
6074	Macfarlan_2012_22722858a	mESC 2C tomato - WT3	10548143	0.999553588633
6346	Brunskill_2014_24780627	Embryo at E10.5, maxillary arch 2	10452415	0.999552662977
6074	Macfarlan_2012_22722858a	mESC 2C tomato + WT3	10528167	0.999552321032
6231	Kojima_2013_24139757	epiblast_LB1	ILMN_2758581	0.999551840943
6399	delValle_2013_23487312	Beta-catenin flox/-, replicate 3	10545765	0.999549772959
6399	delValle_2013_23487312	Beta-catenin flox/-, replicate 3	10501857	0.999549772959
6399	delValle_2013_23487312	Beta-catenin flox/-, replicate 3	10496626	0.999549772959
6399	delValle_2013_23487312	Beta-catenin flox/-, replicate 3	10491967	0.999549772959
6399	delValle_2013_23487312	Beta-catenin flox/-, replicate 3	10480032	0.999549772959
6455	Zigmond_2014_24890723	Ly6C High monocytes, 24 hrs, replicate 2	10545765	0.99954919056
6455	Zigmond_2014_24890723	Ly6C High monocytes, 24 hrs, replicate 2	10501857	0.99954919056
6455	Zigmond_2014_24890723	Ly6C High monocytes, 24 hrs, replicate 2	10496626	0.99954919056
6455	Zigmond_2014_24890723	Ly6C High monocytes, 24 hrs, replicate 2	10491967	0.99954919056
6455	Zigmond_2014_24890723	Ly6C High monocytes, 24 hrs, replicate 2	10480032	0.99954919056
6146	Polo_2010_20644536_a	Skeletal muscle precursor-derived iPS, replicate 3	10353250	0.999548541219
6146	Polo_2010_20644536_a	Skeletal muscle precursor-derived iPS, replicate 2	10353250	0.999545894711
6074	Macfarlan_2012_22722858a	mESC 2C tomato - WT1	10545765	0.999542593989
6074	Macfarlan_2012_22722858a	mESC 2C tomato - WT1	10501857	0.999542593989
6074	Macfarlan_2012_22722858a	mESC 2C tomato - WT1	10496626	0.999542593989
6074	Macfarlan_2012_22722858a	mESC 2C tomato - WT1	10491967	0.999542593989
6074	Macfarlan_2012_22722858a	mESC 2C tomato - WT1	10480032	0.999542593989
6146	Polo_2010_20644536_a	Tail tip fibroblast-derived iPS, replicate 2	10452415	0.999538546318
6146	Polo_2010_20644536_a	Granulocyte-derived iPS, replicate 1	10548143	0.999526550251
6501	Nolan_2013_23871589a	Liver Day 2 Post Hepatectomy A	10452415	0.999522771473
6231	Kojima_2013_24139757	EpiSCs_EB1b_1	ILMN_2758581	0.999519011508
6231	Kojima_2013_24139757	EpiSCs_LMS2_3	ILMN_2758581	0.999517733839
6399	delValle_2013_23487312	Beta-catenin null -/-, replicate 1	10411452	0.999517208791
6074	Macfarlan_2012_22722858a	mESC 2C tomato + WT2	10532027	0.999516752104
6074	Macfarlan_2012_22722858a	mESC 2C tomato + WT2	10523354	0.999516752104
6074	Macfarlan_2012_22722858a	mESC 2C tomato + WT2	10384552	0.999516752104
6501	Nolan_2013_23871589a	Liver Day 2 Post Hepatectomy C	10452415	0.999513691278
6146	Polo_2010_20644536_a	Tail tip fibroblast-derived iPS, replicate 1	10565921	0.99951273213
6399	delValle_2013_23487312	Beta-catenin flox/-, replicate 2	10545765	0.999511875025
6399	delValle_2013_23487312	Beta-catenin flox/-, replicate 2	10501857	0.999511875025
6399	delValle_2013_23487312	Beta-catenin flox/-, replicate 2	10496626	0.999511875025
6399	delValle_2013_23487312	Beta-catenin flox/-, replicate 2	10491967	0.999511875025
6399	delValle_2013_23487312	Beta-catenin flox/-, replicate 2	10480032	0.999511875025
6455	Zigmond_2014_24890723	Ly6C High monocytes, 24 hrs, replicate 3	10417617	0.999511295015
6346	Brunskill_2014_24780627	Embryo at E10.5, mandibular arch 3	10411452	0.999509941771
6455	Zigmond_2014_24890723	Ly6C High monocytes, 24 hrs, replicate 1	10417617	0.999508549624
6146	Polo_2010_20644536_a	B cell-derived iPS, replicate 2	10417617	0.999507263277
6146	Polo_2010_20644536_a	B cell-derived iPS, replicate 1	10411452	0.999506606541
6346	Brunskill_2014_24780627	Embryo at E10.5, mandibular arch 1	10452415	0.999504301468
6074	Macfarlan_2012_22722858a	mESC 2C tomato - WT3	10545765	0.999504127852
6074	Macfarlan_2012_22722858a	mESC 2C tomato - WT3	10501857	0.999504127852
6074	Macfarlan_2012_22722858a	mESC 2C tomato - WT3	10496626	0.999504127852
6074	Macfarlan_2012_22722858a	mESC 2C tomato - WT3	10491967	0.999504127852
6074	Macfarlan_2012_22722858a	mESC 2C tomato - WT3	10480032	0.999504127852
6074	Macfarlan_2012_22722858a	mESC 2C tomato + WT3	10417617	0.999502783397
6231	Kojima_2013_24139757	epiblast_LS3	ILMN_2758581	0.999502731826
6346	Brunskill_2014_24780627	Embryo at E10.5, maxillary arch 1	10545765	0.999497479652
6346	Brunskill_2014_24780627	Embryo at E10.5, maxillary arch 1	10501857	0.999497479652
6346	Brunskill_2014_24780627	Embryo at E10.5, maxillary arch 1	10496626	0.999497479652
6346	Brunskill_2014_24780627	Embryo at E10.5, maxillary arch 1	10491967	0.999497479652
6346	Brunskill_2014_24780627	Embryo at E10.5, maxillary arch 1	10480032	0.999497479652
6146	Polo_2010_20644536_a	Skeletal muscle precursor-derived iPS, replicate 2	10417617	0.999490036856
6316	Liu_2012_22987803	CD4T_Cxcr5-Bcl6-_1	10452415	0.999489526707
6346	Brunskill_2014_24780627	Embryo at E10.5, rathke's pouch 2	10452415	0.999488439215
6316	Liu_2012_22987803	CD4T_Cxcr5-Bcl6-_2	10452415	0.999487813614
6593	Szulzewsky_2015_25658639	GBM associated microglia, replicate 2	10411452	0.999475275503
6146	Polo_2010_20644536_a	Granulocyte-derived iPS, replicate 1	10579769	0.999474552261
6399	delValle_2013_23487312	Beta-catenin null -/-, replicate 2	10411452	0.999471579167
6593	Szulzewsky_2015_25658639	GBM associated microglia, replicate 3	10452415	0.999470286667
6455	Zigmond_2014_24890723	Ly6C High monocytes, 24 hrs, replicate 3	10528167	0.999467049535
5019	Pelekanos_2011_22099021	cCFU-f rep4	ILMN_2758581	0.999466794586
6399	delValle_2013_23487312	Beta-catenin null -/-, replicate 1	10417617	0.99946426165
6455	Zigmond_2014_24890723	Ly6C High monocytes, 24 hrs, replicate 1	10548143	0.999464123006
6455	Zigmond_2014_24890723	Ly6C High monocytes, 24 hrs, replicate 1	10452415	0.999464123006
6146	Polo_2010_20644536_a	B cell-derived iPS, replicate 3	10417617	0.999461431533
6146	Polo_2010_20644536_a	Tail tip fibroblast-derived iPS, replicate 1	10545765	0.999459137568
6146	Polo_2010_20644536_a	Tail tip fibroblast-derived iPS, replicate 1	10501857	0.999459137568
6146	Polo_2010_20644536_a	Tail tip fibroblast-derived iPS, replicate 1	10496626	0.999459137568
6146	Polo_2010_20644536_a	Tail tip fibroblast-derived iPS, replicate 1	10491967	0.999459137568
6146	Polo_2010_20644536_a	Tail tip fibroblast-derived iPS, replicate 1	10480032	0.999459137568
6231	Kojima_2013_24139757	epiblast_PS2	ILMN_2758581	0.999458883517
6346	Brunskill_2014_24780627	Embryo at E10.5, mandibular arch 3	10353250	0.999455988928
6231	Kojima_2013_24139757	EpiSCs_LMS1_1	ILMN_2758581	0.999454925924
6074	Macfarlan_2012_22722858a	mESC 2C tomato + WT3	10548143	0.999453249343
6399	delValle_2013_23487312	Beta-catenin null -/- E-cadherin alpha fusion construct, replicate 2	10353250	0.999449804031
6316	Liu_2012_22987803	CD4T_Cxcr5+Bcl6-_1	10452415	0.999447608685
6146	Polo_2010_20644536_a	Skeletal muscle precursor-derived iPS, replicate 1	10417617	0.999438842915
6146	Polo_2010_20644536_a	Skeletal muscle precursor-derived iPS, replicate 3	10417617	0.99943778518
6346	Brunskill_2014_24780627	Embryo at E9.5, epidermal ectoderm 7	10411452	0.99943514344
6146	Polo_2010_20644536_a	Skeletal muscle precursor-derived iPS, replicate 2	10411452	0.999434288471
6593	Szulzewsky_2015_25658639	GBM associated microglia, replicate 2	10353250	0.999427892183
6455	Zigmond_2014_24890723	Ly6C High monocytes, 24 hrs, replicate 3	10565921	0.999422832592
6146	Polo_2010_20644536_a	Granulocyte-derived iPS, replicate 1	10565921	0.999422555001
6593	Szulzewsky_2015_25658639	GBM associated microglia, replicate 3	10417617	0.999422495587
6399	delValle_2013_23487312	Beta-catenin null -/-, replicate 2	10417617	0.999419416394
6501	Nolan_2013_23871589a	Liver Day 2 Post Hepatectomy B	10452415	0.999417318813
6231	Kojima_2013_24139757	EpiSCs_PS5_2	ILMN_2758581	0.999416474285
6231	Kojima_2013_24139757	EpiSCs_LMS2_1	ILMN_2758581	0.9994136677
6399	delValle_2013_23487312	Beta-catenin null -/-, replicate 1	10548143	0.999411350938
6146	Polo_2010_20644536_a	Granulocyte-derived iPS, replicate 2	10417617	0.999409236426
6146	Polo_2010_20644536_a	B cell-derived iPS, replicate 3	10565921	0.99940812152
6074	Macfarlan_2012_22722858a	mESC 2C tomato + WT3	10565921	0.999403717424
6146	Polo_2010_20644536_a	Tail tip fibroblast-derived iPS, replicate 3	10417617	0.999401672102
6146	Polo_2010_20644536_a	B cell-derived iPS, replicate 2	10548143	0.999399069007
6146	Polo_2010_20644536_a	B cell-derived iPS, replicate 1	10417617	0.999398274857
6316	Liu_2012_22987803	CD4T_Cxcr5-Bcl6-_2	10353250	0.999396194191
6399	delValle_2013_23487312	Beta-catenin null -/- E-cadherin alpha fusion construct, replicate 1	10417617	0.999394070567
6146	Polo_2010_20644536_a	Granulocyte-derived iPS, replicate 3	10353250	0.999390691148
5019	Pelekanos_2011_22099021	kCFU-f rep3	ILMN_2758581	0.999386762927
6346	Brunskill_2014_24780627	Embryo at E10.5, maxillary arch 2	10417617	0.999386539171
6146	Polo_2010_20644536_a	Skeletal muscle precursor-derived iPS, replicate 1	10545765	0.999383620209
6146	Polo_2010_20644536_a	Skeletal muscle precursor-derived iPS, replicate 1	10501857	0.999383620209
6146	Polo_2010_20644536_a	Skeletal muscle precursor-derived iPS, replicate 1	10496626	0.999383620209
6146	Polo_2010_20644536_a	Skeletal muscle precursor-derived iPS, replicate 1	10491967	0.999383620209
6146	Polo_2010_20644536_a	Skeletal muscle precursor-derived iPS, replicate 1	10480032	0.999383620209
6146	Polo_2010_20644536_a	Skeletal muscle precursor-derived iPS, replicate 3	10548143	0.999382609855
6455	Zigmond_2014_24890723	Ly6C High monocytes, 24 hrs, replicate 3	10353250	0.99937861664
6593	Szulzewsky_2015_25658639	GBM associated microglia, replicate 1	10548143	0.999377503413
6455	Zigmond_2014_24890723	Ly6C High monocytes, 24 hrs, replicate 1	10528167	0.999375293961
6593	Szulzewsky_2015_25658639	GBM associated microglia, replicate 3	10548143	0.999374714029
6074	Macfarlan_2012_22722858a	mESC 2C tomato + WT2	10548143	0.999372859829
6146	Polo_2010_20644536_a	Granulocyte-derived iPS, replicate 1	10411452	0.999370564935
6399	delValle_2013_23487312	Beta-catenin flox/-, replicate 1	10532027	0.999369082709
6399	delValle_2013_23487312	Beta-catenin flox/-, replicate 1	10523354	0.999369082709
6399	delValle_2013_23487312	Beta-catenin flox/-, replicate 1	10384552	0.999369082709
6399	delValle_2013_23487312	Beta-catenin null -/-, replicate 2	10548143	0.99936728966
6399	delValle_2013_23487312	Beta-catenin null -/-, replicate 1	10545765	0.999358454013
6399	delValle_2013_23487312	Beta-catenin null -/-, replicate 1	10501857	0.999358454013
6399	delValle_2013_23487312	Beta-catenin null -/-, replicate 1	10496626	0.999358454013
6399	delValle_2013_23487312	Beta-catenin null -/-, replicate 1	10491967	0.999358454013
6399	delValle_2013_23487312	Beta-catenin null -/-, replicate 1	10480032	0.999358454013
6074	Macfarlan_2012_22722858a	mESC 2C tomato + WT3	10545765	0.99935419105
6074	Macfarlan_2012_22722858a	mESC 2C tomato + WT3	10501857	0.99935419105
6074	Macfarlan_2012_22722858a	mESC 2C tomato + WT3	10496626	0.99935419105
6074	Macfarlan_2012_22722858a	mESC 2C tomato + WT3	10491967	0.99935419105
6074	Macfarlan_2012_22722858a	mESC 2C tomato + WT3	10480032	0.99935419105
6146	Polo_2010_20644536_a	Tail tip fibroblast-derived iPS, replicate 3	10411452	0.999348168864
6316	Liu_2012_22987803	CD4T_Cxcr5+Bcl6+_2	10452415	0.999346757284
6086	Bigas_2012_22802352	endothelial-like cell cKit(+) CD31(+) CD45(-) rep1	10452415	0.999345389237
6146	Polo_2010_20644536_a	B cell-derived iPS, replicate 2	10579769	0.999345017
6146	Polo_2010_20644536_a	B cell-derived iPS, replicate 1	10579769	0.999344128185
6399	delValle_2013_23487312	Beta-catenin null -/- E-cadherin alpha fusion construct, replicate 3	10417617	0.999341014459
6399	delValle_2013_23487312	Beta-catenin null -/- E-cadherin alpha fusion construct, replicate 1	10411452	0.999340089929
5001	Ieda_2010_20691899	aMHC neonatal cardiomyocytes GFP+ rep1	10452415	0.999340077024
6086	Bigas_2012_22802352	endothelial-like cell cKit(+) CD31(+) CD45(-) rep3	10452415	0.999339917379
6231	Kojima_2013_24139757	EpiSCs_LB2_2_ amp	ILMN_2758581	0.999339182968
6146	Polo_2010_20644536_a	Granulocyte-derived iPS, replicate 3	10417617	0.999336177992
6231	Kojima_2013_24139757	EpiSCs_CAV1_3	ILMN_2758581	0.999335820888
6074	Macfarlan_2012_22722858a	mESC 2C tomato - WT2	10580590	0.999335116876
6231	Kojima_2013_24139757	EpiSCs_CAV1_2	ILMN_2758581	0.999335061743
6455	Zigmond_2014_24890723	Ly6C High monocytes, 24 hrs, replicate 3	10545765	0.999334409108
6455	Zigmond_2014_24890723	Ly6C High monocytes, 24 hrs, replicate 3	10501857	0.999334409108
6455	Zigmond_2014_24890723	Ly6C High monocytes, 24 hrs, replicate 3	10496626	0.999334409108
6455	Zigmond_2014_24890723	Ly6C High monocytes, 24 hrs, replicate 3	10491967	0.999334409108
6455	Zigmond_2014_24890723	Ly6C High monocytes, 24 hrs, replicate 3	10480032	0.999334409108
6593	Szulzewsky_2015_25658639	GBM associated microglia, replicate 2	10548143	0.999333169842
6399	delValle_2013_23487312	Beta-catenin null -/-, replicate 3	10417617	0.999328657876
6146	Polo_2010_20644536_a	Skeletal muscle precursor-derived iPS, replicate 3	10565921	0.999327447847
6593	Szulzewsky_2015_25658639	GBM associated microglia, replicate 3	10353250	0.999326950538
6346	Brunskill_2014_24780627	Embryo at E10.5, rathke's pouch 1	10452415	0.999325662403
6074	Macfarlan_2012_22722858a	mESC 2C tomato + WT2	10579769	0.999324942929
6146	Polo_2010_20644536_a	Granulocyte-derived iPS, replicate 1	10417617	0.999318589676
6399	delValle_2013_23487312	Beta-catenin null -/-, replicate 2	10545765	0.999315198967
6399	delValle_2013_23487312	Beta-catenin null -/-, replicate 2	10501857	0.999315198967
6399	delValle_2013_23487312	Beta-catenin null -/-, replicate 2	10496626	0.999315198967
6399	delValle_2013_23487312	Beta-catenin null -/-, replicate 2	10491967	0.999315198967
6399	delValle_2013_23487312	Beta-catenin null -/-, replicate 2	10480032	0.999315198967
6146	Polo_2010_20644536_a	Tail tip fibroblast-derived iPS, replicate 2	10353250	0.999314037485
6074	Macfarlan_2012_22722858a	mESC 2C tomato + WT1	10417617	0.99930979932
6316	Liu_2012_22987803	CD4T_Cxcr5-Bcl6-_1	10353250	0.999307003395
6316	Liu_2012_22987803	CD4T_Cxcr5-Bcl6-_2	10417617	0.999304911906
6146	Polo_2010_20644536_a	Granulocyte-derived iPS, replicate 2	10411452	0.999303090041
5019	Pelekanos_2011_22099021	BM-MSC rep1	ILMN_2758581	0.999302031436
6399	delValle_2013_23487312	Beta-catenin flox/-, replicate 3	10411452	0.999301614335
6146	Polo_2010_20644536_a	B cell-derived iPS, replicate 3	10545765	0.99930160999
6146	Polo_2010_20644536_a	B cell-derived iPS, replicate 3	10501857	0.99930160999
6146	Polo_2010_20644536_a	B cell-derived iPS, replicate 3	10496626	0.99930160999
6146	Polo_2010_20644536_a	B cell-derived iPS, replicate 3	10491967	0.99930160999
6146	Polo_2010_20644536_a	B cell-derived iPS, replicate 3	10480032	0.99930160999
6231	Kojima_2013_24139757	EpiSCs_LB1_2	ILMN_2758581	0.999295133053
6146	Polo_2010_20644536_a	Tail tip fibroblast-derived iPS, replicate 3	10545765	0.999294694027
6146	Polo_2010_20644536_a	Tail tip fibroblast-derived iPS, replicate 3	10501857	0.999294694027
