dataset_id	dataset_name	sample_id	probe_id	yugene_value
6440	Rajaram_2013_24068959	Fib CCD1112Sk, replicate 3	7953385	0.999626697695
6345	Walenda_2013_24147049	MSC early passage TGFB 12h, donor 1	7953385	0.999622381891
6114	Kubo_2009_19228201	MSC_chondrogenesis_rep2	212581_x_at	0.999616128221
6440	Rajaram_2013_24068959	BCEC Cal51 and Fib CCD1112Sk coculture, replicate 1	7953385	0.999614846234
6145	Ohi_2011_21499256	Foreskin fibroblast rep2	7953385	0.999596983689
6614	Strunnikova_20360305_2010	fcRPE, 292FW8, replicate 11	217398_x_at	0.999595843582
6614	Strunnikova_20360305_2010	fcRPE, 292FW10, replicate 2	212581_x_at	0.999589406203
6614	Strunnikova_20360305_2010	fcRPE, 292FW3, replicate 8	217398_x_at	0.999588781537
6614	Strunnikova_20360305_2010	ARPE-19 cell line, 292FW26, replicate 3	213453_x_at	0.999587643225
6440	Rajaram_2013_24068959	Fib CCD1112Sk, replicate 1	7953385	0.99957923831
6614	Strunnikova_20360305_2010	fcRPE, 292FW1, replicate 1	213453_x_at	0.999577041527
6345	Walenda_2013_24147049	MSC late passage TGFB 1h, donor 1	7953385	0.999573967229
6345	Walenda_2013_24147049	MSC late passage TGFB 12h, donor 3	7953385	0.999569007452
6199	Koch_2013_23032973	BM MSC late rep 3	7953385	0.99956798495
6345	Walenda_2013_24147049	MSC late passage, donor 3	7953385	0.999567592322
6199	Koch_2013_23032973	BM MSC late rep 1	7953385	0.999566759637
6440	Rajaram_2013_24068959	Fib CCD1112Sk and BCEC Cal51 coculture, replicate 1	7953385	0.999565136959
6216	Benisch_2012_23028809	MSC_healthy_donor_rep_1	217398_x_at	0.999556307866
6364	Berdasco_2012_23031258	adipose- derived stem cells Donor 1	7953385	0.999551647146
6145	Ohi_2011_21499256	Hepatocyte rep2	7953385	0.999548046497
6440	Rajaram_2013_24068959	TSfib HFF1 and BCEC Cal51 coculture, replicate 2	7953385	0.999547509728
6145	Ohi_2011_21499256	Melanocyte rep1	7953385	0.999546850284
6145	Ohi_2011_21499256	Melanocyte rep3	7953385	0.999546241664
6332	Larson_2008_17916801	hMSC_Donor220R_Passage2_Day2	217398_x_at	0.999537687751
6440	Rajaram_2013_24068959	TSfib HFF1, replicate 3	7953385	0.999535830798
6345	Walenda_2013_24147049	MSC late passage TGFB 4h, donor 1	7953385	0.99953011001
6440	Rajaram_2013_24068959	TSfib HFF1 and BCEC Cal51 coculture, replicate 1	7953385	0.999529672538
6614	Strunnikova_20360305_2010	fcRPE, 292FW8, replicate 11	213453_x_at	0.999528975105
6345	Walenda_2013_24147049	MSC early passage TGFB 1h, donor 2	7953385	0.999525848988
6345	Walenda_2013_24147049	MSC early passage TGFB 12h, donor 3	7953385	0.999521593632
6614	Strunnikova_20360305_2010	fcRPE, 292FW10, replicate 2	213453_x_at	0.999521554667
6614	Strunnikova_20360305_2010	fcRPE, 292FW3, replicate 8	212581_x_at	0.999520922439
6614	Strunnikova_20360305_2010	fcRPE, 292FW2, replicate 7	212581_x_at	0.999518301149
5024	Jones_2010_20367282	WI38 (fibroblast) rep3	213453_x_at	0.999516914075
6614	Strunnikova_20360305_2010	fcRPE, 292FW7, replicate 10	212581_x_at	0.999514797598
6110	Götherstrom_2010_20200148	Fetal bone marrow MSC_3	217398_x_at	0.999512030621
6277	Tailleux_2008_18167562	hMDM MTB 18h Donor13	212581_x_at	0.999508999984
6440	Rajaram_2013_24068959	TSfib HFF1, replicate 2	7953385	0.999506632786
6440	Rajaram_2013_24068959	TSfib HFF1, replicate 4	7953385	0.999480990911
6145	Ohi_2011_21499256	Foreskin fibroblast rep1	7953385	0.999476996239
6345	Walenda_2013_24147049	MSC early passage TGFB 4h, donor 3	7953385	0.99947339355
6345	Walenda_2013_24147049	MSC late passage, donor 2	7953385	0.999472485133
6614	Strunnikova_20360305_2010	fcRPE, 292FW4, replicate 9	212581_x_at	0.999468896447
6345	Walenda_2013_24147049	MSC late passage, donor 1	7953385	0.999459721723
6440	Rajaram_2013_24068959	BCEC MDAMB231 and TSfib HFFF2 coculture, replicate 4	7953385	0.999456443521
6614	Strunnikova_20360305_2010	fcRPE, 292FW10, replicate 2	217398_x_at	0.999453887698
6440	Rajaram_2013_24068959	TSfib HFFF2 and BCEC MDAMB231 coculture, replicate 1	7953385	0.999443027977
6382	Lockstone_2007_17950572	DS replicate 1	212581_x_at	0.999439929929
6037	Delorme_2010_19905894	Ventral midbrain derived neural progenitor cells, replicate 2	212581_x_at	0.999430377199
6345	Walenda_2013_24147049	MSC late passage TGFB 12h, donor 2	7953385	0.999424474196
6440	Rajaram_2013_24068959	Fib CCD1112Sk, replicate 2	7953385	0.999415523603
6195	Marconett_2013_23818859a	ATII D2 Donor 3	ILMN_2038778	0.999412057262
6110	Götherstrom_2010_20200148	Fetal liver MSC_2	213453_x_at	0.999411951585
6332	Larson_2008_17916801	hMSC_Donor5064L_Passage2_Day7	217398_x_at	0.999408030908
6332	Larson_2008_17916801	hMSC_Donor220R_Passage2_Day2	212581_x_at	0.999406259704
6416	Papadimitropoulos_2014_25020062	MSC 3D donor 2	213453_x_at	0.999406231778
6332	Larson_2008_17916801	hMSC_Donor240L_Passage2_Day2	212581_x_at	0.999405716761
6382	Lockstone_2007_17950572	Control replicate 5	212581_x_at	0.999405388337
6440	Rajaram_2013_24068959	BCEC Cal51 and TSfib HFF1 coculture, replicate 3	7953385	0.99940460553
6037	Delorme_2010_19905894	BM MSC, donor 8	213453_x_at	0.99939797543
6277	Tailleux_2008_18167562	hMDM unstimulated Donor8	212581_x_at	0.999392033793
6277	Tailleux_2008_18167562	hMDM MTB 18h Donor2	212581_x_at	0.999391437398
6277	Tailleux_2008_18167562	hMDM MTB 4h Donor1	212581_x_at	0.999387958939
6614	Strunnikova_20360305_2010	fcRPE, 292FW2, replicate 7	217398_x_at	0.999381973483
6284	Aghajanova_2010_20147733	MSC 8-Br-cAMP treated Day 14, replicate 1	7953385	0.999381799838
6284	Aghajanova_2010_20147733	MSC 8-Br-cAMP treated Day 14, replicate 2	7953385	0.999378086315
6614	Strunnikova_20360305_2010	fcRPE, 292FW7, replicate 10	217398_x_at	0.999377553863
6440	Rajaram_2013_24068959	BCEC Cal51 and TSfib HFF1 coculture, replicate 2	7953385	0.999376341342
6359	DaSacco_2013_24349133	hAKPC-P replicate 3	7953385	0.999374130292
6110	Götherstrom_2010_20200148	Fetal bone marrow MSC_3	212581_x_at	0.999373786745
6345	Walenda_2013_24147049	MSC late passage TGFB 1h, donor 3	7953385	0.99937046951
6199	Koch_2013_23032973	BM MSC early rep 3	7953385	0.999370355005
6345	Walenda_2013_24147049	MSC late passage TGFB 1h, donor 2	7953385	0.999366913602
6145	Ohi_2011_21499256	Melanocyte-derived iPS rep1	7953385	0.999366246265
6345	Walenda_2013_24147049	MSC early passage TGFB 12h, donor 2	7953385	0.999365073593
6440	Rajaram_2013_24068959	BCEC Cal51, replicate 2	7953385	0.999352086317
6008	Szabo_2010_21057492	Day 21 CD45+ Oct-4 transduced fibroblasts, replicate 2	7953385	0.999351471786
6110	Götherstrom_2010_20200148	Fetal liver MSC_2	212581_x_at	0.99933916535
6440	Rajaram_2013_24068959	BCEC MDAMB231 and TSfib HFFF2 coculture, replicate 1	7953385	0.999333870494
6332	Larson_2008_17916801	hMSC_Donor220R_Passage2_Day7	217398_x_at	0.999330617917
6161	Masaki_2007_19383391	iPSC clone1 mTeSR1/matrigel rep2	213453_x_at	0.999326524266
6440	Rajaram_2013_24068959	BCEC MDAMB231 and TSfib HFFF2 coculture, replicate 3	7953385	0.999325294868
6120	Park_2009_22068423	UCB-MSC CD325 high (naïve state) rep3	213453_x_at	0.999323072798
6416	Papadimitropoulos_2014_25020062	MSC 3D donor 3	213453_x_at	0.999322971253
6440	Rajaram_2013_24068959	BCEC Cal51, replicate 1	7953385	0.999322259464
6057	Westfall_2008_18811242	hESC H1 P37 20% O2 7 days	212581_x_at	0.999320699986
6161	Masaki_2007_19383391	iPSC clone 1 ESC on MEF rep2	213453_x_at	0.999320386902
6145	Ohi_2011_21499256	Melanocyte-derived iPS rep3	7953385	0.999320335487
6277	Tailleux_2008_18167562	hMDM MTB 48h Donor6	212581_x_at	0.999318995969
6614	Strunnikova_20360305_2010	fcRPE, 292FW3, replicate 8	213453_x_at	0.999317960678
6499	Synnergren_2012_22166955	hESC-derived Cardiomyocyte Cluster 7 weeks, replicate 2	7953385	0.999317242438
6052	Synnergren_2011_20841501	Cardiomyocyte cluster 7 weeks (hESC derived), replicate 2	7953385	0.999317242438
6440	Rajaram_2013_24068959	Fib Wi38, replicate 1	7953385	0.999316442506
6614	Strunnikova_20360305_2010	fcRPE, 292FW2, replicate 7	213453_x_at	0.999313929038
6120	Park_2009_22068423	UCB-MSC CD325 high (naïve state) rep2	213453_x_at	0.999313188502
6440	Rajaram_2013_24068959	BCEC Cal51, replicate 3	7953385	0.999306267964
6382	Lockstone_2007_17950572	DS replicate 5	212581_x_at	0.999305069238
6216	Benisch_2012_23028809	MSC_healthy_donor_rep_1	212581_x_at	0.999304450942
6359	DaSacco_2013_24349133	hAKPC-P replicate 1	7953385	0.999299809607
6614	Strunnikova_20360305_2010	fcRPE, 292FW1, replicate 1	217398_x_at	0.999298306396
6332	Larson_2008_17916801	hMSC_Donor240L_Passage2_Day7	212581_x_at	0.999291459882
6440	Rajaram_2013_24068959	TSfib HFF1 and BCEC Cal51 coculture, replicate 3	7953385	0.999284394073
6440	Rajaram_2013_24068959	BCEC Cal51 and Fib Wi38 coculture, replicate 3	7953385	0.999280010987
5023	Chung_2011_21506733	fibroblast rep2	7953385	0.999277883239
6332	Larson_2008_17916801	hMSC_Donor5064L_Passage2_Day7	212581_x_at	0.999277534216
6110	Götherstrom_2010_20200148	Fetal liver MSC_3	217398_x_at	0.999274828987
6332	Larson_2008_17916801	hMSC_Donor240L_Passage2_Day2	217398_x_at	0.999274575005
6326	Cramer-Morales_2013_23836560	GMP CP-CML, replicate 2	7953385	0.999273367142
6518	Granchi_2010_19686055	MM1 Osteogenic differentiation 24h, donor 1 replicate 2	212581_x_at	0.999273010641
6440	Rajaram_2013_24068959	BCEC Cal51, replicate 4	7953385	0.999269479667
6145	Ohi_2011_21499256	hESC H1	7953385	0.99926935407
6345	Walenda_2013_24147049	MSC late passage TGFB 4h, donor 2	7953385	0.999268149468
6110	Götherstrom_2010_20200148	Fetal liver MSC_2	217398_x_at	0.999266438845
6037	Delorme_2010_19905894	BM MSC, donor 8	212581_x_at	0.999265067725
6332	Larson_2008_17916801	hMSC_Donor220R_Passage2_Day7	212581_x_at	0.999264153705
6216	Benisch_2012_23028809	MSC_healthy_donor_rep_4	213453_x_at	0.999262344525
6003	Karlsson_2008_18550257	hESC-derived monocytes rep1	7953385	0.999259725956
6518	Granchi_2010_19686055	MD5 Semiconfluent CFU (Colony Forming Unit) donor 1	212581_x_at	0.999257299313
6145	Ohi_2011_21499256	Melanocyte-derived iPS rep2	7953385	0.999256207366
6440	Rajaram_2013_24068959	Fib Wi38, replicate 2	7953385	0.999250595984
6362	Zhu_2014_24572354	iMPC-Heps in vitro, biological rep2	7953385	0.999249788214
6359	DaSacco_2013_24349133	hIPod de-differentiated, replicate 2	7953385	0.999248571618
6120	Park_2009_22068423	UCB-MSC CD325 high (naïve state) rep1	213453_x_at	0.99924729463
6284	Aghajanova_2010_20147733	MSC untreated uncultured Day 0, replicate 3	7953385	0.99924593538
6614	Strunnikova_20360305_2010	fcRPE, 292FW4, replicate 9	217398_x_at	0.999243619959
6037	Delorme_2010_19905894	Ventral midbrain derived neural progenitor cells, replicate 2	213453_x_at	0.999242115776
6373	Li_2011_21655103	Amnion derived mesenchymal cells untreated, replicate 3	213453_x_at	0.999241486928
6277	Tailleux_2008_18167562	hMDM unstimulated Donor11	212581_x_at	0.999240985238
6614	Strunnikova_20360305_2010	fcRPE, 292FW7, replicate 10	213453_x_at	0.999240629484
5030	Li_2009_19229866	hESC rep1	212581_x_at	0.999238786335
6373	Li_2011_21655103	Amnion derived mesenchymal cells 1h IL-1B treatment, replicate 3	213453_x_at	0.999236291064
6110	Götherstrom_2010_20200148	Fetal bone marrow MSC_3	213453_x_at	0.99923585617
6440	Rajaram_2013_24068959	BCEC Cal51 and TSfib HFF1 coculture, replicate 1	7953385	0.999223502291
6440	Rajaram_2013_24068959	TSfib HFFF2 and BCEC MDAMB231 coculture, replicate 4	7953385	0.999219735967
6110	Götherstrom_2010_20200148	Fetal blood MSC_1	217398_x_at	0.999217835129
6003	Karlsson_2008_18550257	hESC-derived monocytes rep3	7953385	0.999217580428
6008	Szabo_2010_21057492	Day 0 adult dermal fibroblasts, replicate 1	7953385	0.999215972052
6345	Walenda_2013_24147049	MSC early passage, donor 3	7953385	0.999215463937
5024	Jones_2010_20367282	WI38 (fibroblast) rep2	213453_x_at	0.999210620371
6416	Papadimitropoulos_2014_25020062	MSC 3D donor 2	212581_x_at	0.999209965519
6162	Park_2008_18157115	MRC5 fibroblast rep 5	213453_x_at	0.999200194926
6037	Delorme_2010_19905894	Developing cortex derived neural progenitor cells, replicate 2	212581_x_at	0.99919748145
5023	Chung_2011_21506733	iPSC (feeder -); iPS60 rep1	7953385	0.999177849125
6110	Götherstrom_2010_20200148	Fetal liver MSC_1	212581_x_at	0.999176319856
6277	Tailleux_2008_18167562	hMDM unstimulated Donor6	212581_x_at	0.999176225439
5023	Chung_2011_21506733	iPSC (feeder +); iPS52 rep2	7953385	0.999176029034
6216	Benisch_2012_23028809	MSC_osteoporotic_donor_rep_1	213453_x_at	0.999172110281
5023	Chung_2011_21506733	fibroblast rep1	7953385	0.999170891245
5023	Chung_2011_21506733	iPSC (feeder -); iPS60 rep2	7953385	0.999169342872
5025	Guenther_2010_20682450	hESC (BG01) rep5	213453_x_at	0.999161021139
6009	Fang_2010_20643359	Embryos at Carnegie Stage 9 (E20-21d), Replicate 3	213453_x_at	0.999160865598
6145	Ohi_2011_21499256	hESC H7	7953385	0.999158613958
6145	Ohi_2011_21499256	Foreskin fibroblast-derived iPS rep1	7953385	0.9991424966
6440	Rajaram_2013_24068959	Fib Wi38, replicate 3	7953385	0.999136587618
6326	Cramer-Morales_2013_23836560	GMP normal, replicate 1	7953385	0.999132336333
6416	Papadimitropoulos_2014_25020062	MSC 3D donor 1	213453_x_at	0.999132186213
6277	Tailleux_2008_18167562	hMDM MTB 48h Donor13	212581_x_at	0.999131980473
6440	Rajaram_2013_24068959	TSfib HFFF2 and BCEC MDAMB231 coculture, replicate 3	7953385	0.999131499397
6277	Tailleux_2008_18167562	hMDM MTB 18h Donor8	212581_x_at	0.999128792874
6382	Lockstone_2007_17950572	Control replicate 2	212581_x_at	0.999125910915
6057	Westfall_2008_18811242	hESC H9 P32 4% O2	212581_x_at	0.999123119298
6277	Tailleux_2008_18167562	hMDM MTB 48h Donor12	212581_x_at	0.999122538844
6518	Granchi_2010_19686055	MM1 Osteogenic differentiation 24h, donor 1 replicate 1	212581_x_at	0.999121680514
6326	Cramer-Morales_2013_23836560	CMP normal, replicate 2	7953385	0.999121526996
6614	Strunnikova_20360305_2010	fcRPE, 292FW9, replicate 12	212581_x_at	0.999119440234
6440	Rajaram_2013_24068959	Fib Wi38, replicate 4	7953385	0.99911595733
6440	Rajaram_2013_24068959	BCEC MDAMB231 and TSfib HFFF2 coculture, replicate 2	7953385	0.999115278956
5024	Jones_2010_20367282	WI38 (fibroblast) rep3	217398_x_at	0.999107356796
6345	Walenda_2013_24147049	MSC late passage TGFB 4h, donor 3	7953385	0.999094605032
6003	Karlsson_2008_18550257	hESC-derived monocytes rep2	7953385	0.999088913568
6499	Synnergren_2012_22166955	Undifferentiated hESCs, replicate 3	7953385	0.999087423261
6052	Synnergren_2011_20841501	hESC, replicate 3	7953385	0.999087423261
6518	Granchi_2010_19686055	Osteoblast, donor 1	212581_x_at	0.999087344845
5025	Guenther_2010_20682450	hESC (BG01) rep3	213453_x_at	0.999087283914
6359	DaSacco_2013_24349133	hAKPC-P replicate 2	7953385	0.99908081062
6382	Lockstone_2007_17950572	Control replicate 3	212581_x_at	0.999079011481
5025	Guenther_2010_20682450	hiPSC (PDB1lox_17puro) rep1	213453_x_at	0.999075154779
6277	Tailleux_2008_18167562	hMDM MTB 48h Donor2	217398_x_at	0.999074999131
6518	Granchi_2010_19686055	MM1 Osteogenic differentiation 24h, donor 4 replicate 2	212581_x_at	0.999074764508
6382	Lockstone_2007_17950572	Control replicate 4	212581_x_at	0.999072202038
5023	Chung_2011_21506733	hESC (feeder+); E2 rep1	7953385	0.999072061099
6440	Rajaram_2013_24068959	BCEC MDAMB231, replicate 1	7953385	0.999068397671
6518	Granchi_2010_19686055	MD5 Semiconfluent CFU (Colony Forming Unit) donor 2	212581_x_at	0.999064015573
6110	Götherstrom_2010_20200148	Fetal liver MSC_3	212581_x_at	0.999059334646
6284	Aghajanova_2010_20147733	MSC untreated uncultured Day 0, replicate 1	7953385	0.999057841012
5024	Jones_2010_20367282	WI38 (fibroblast) rep1	213453_x_at	0.99904810513
6499	Synnergren_2012_22166955	Undifferentiated hESCs, replicate 2	7953385	0.999046898502
6052	Synnergren_2011_20841501	hESC, replicate 2	7953385	0.999046898502
6145	Ohi_2011_21499256	Foreskin fibroblast-derived iPS rep2	7953385	0.999046658046
5023	Chung_2011_21506733	iPSC (feeder -); iPS60 rep3	7953385	0.999046516789
6110	Götherstrom_2010_20200148	Fetal bone marrow MSC_2	217398_x_at	0.999046234994
6292	Morsczeck_2009_19252934	DFC 4-weeks osteogenic differentiation replicate 4	7953385	0.999045025761
5030	Li_2009_19229866	hESC rep2	212581_x_at	0.999043213265
6203	Espagnolle_2013_24188055	CD146 low MSC clone D28 rep 1	7953385	0.999041469592
5024	Jones_2010_20367282	WI38 (fibroblast) rep3	212581_x_at	0.999039242215
6332	Larson_2008_17916801	hMSC_Donor240L_Passage2_Day7	217398_x_at	0.999036192232
6145	Ohi_2011_21499256	hESC H9	7953385	0.999035928262
6499	Synnergren_2012_22166955	Undifferentiated hESCs, replicate 1	7953385	0.999032130653
6052	Synnergren_2011_20841501	hESC, replicate 1	7953385	0.999032130653
6110	Götherstrom_2010_20200148	Fetal blood MSC_2	217398_x_at	0.999027609422
6416	Papadimitropoulos_2014_25020062	MSC 3D donor 5	213453_x_at	0.999025800424
6003	Karlsson_2008_18550257	hESC-derived macrophages rep1	7953385	0.9990225582
6162	Park_2008_18157115	dH1f fibroblast rep 1	213453_x_at	0.999021724873
6614	Strunnikova_20360305_2010	fcRPE, 292FW4, replicate 9	213453_x_at	0.999018944909
6373	Li_2011_21655103	Amnion derived mesenchymal cells 8h IL-1B treatment, replicate 3	213453_x_at	0.999014327119
6277	Tailleux_2008_18167562	hMDM MTB 18h Donor5	212581_x_at	0.999011641671
6009	Fang_2010_20643359	Embryos at Carnegie Stage 9 (E20-21d), Replicate 1	213453_x_at	0.99900624552
6332	Larson_2008_17916801	hMSC_Donor220R_Passage2_Day7	213453_x_at	0.998999027924
5023	Chung_2011_21506733	fibroblast rep3	7953385	0.99899828016
5025	Guenther_2010_20682450	hiPSC (PDB1lox_17puro) rep3	213453_x_at	0.998995200681
6440	Rajaram_2013_24068959	Fib Wi38 and BCEC Cal51 coculture, replicate 1	7953385	0.998995199464
6325	Zhang_2013_23299311	GSM1058969	7953385	0.998986662512
6145	Ohi_2011_21499256	Hepatocyte-derived iPS rep2	7953385	0.998985591423
5025	Guenther_2010_20682450	hiPSC (PDB2lox_17) rep1	213453_x_at	0.998985291775
6440	Rajaram_2013_24068959	BCEC MDAMB231, replicate 2	7953385	0.998982537698
5025	Guenther_2010_20682450	hESC (BG01) rep1	213453_x_at	0.998979510018
6203	Espagnolle_2013_24188055	CD146 high MSC clone D28 rep 1	7953385	0.998978474781
6440	Rajaram_2013_24068959	BCEC Cal51 and Fib Wi38 coculture, replicate 4	7953385	0.998978323208
6145	Ohi_2011_21499256	H9 hESC derived embryoid body	7953385	0.998976051426
6292	Morsczeck_2009_19252934	DFC replicate 1	7953385	0.998975187253
5030	Li_2009_19229866	hESC rep3	212581_x_at	0.998974337869
6326	Cramer-Morales_2013_23836560	GMP CP-CML, replicate 6	7953385	0.998973620317
6037	Delorme_2010_19905894	Olfactory lamina propria derived stem cells, donor 2	213453_x_at	0.998973366307
6359	DaSacco_2013_24349133	hIPod de-differentiated, replicate 1	7953385	0.998973253512
6284	Aghajanova_2010_20147733	MSC untreated uncultured Day 0, replicate 2	7953385	0.998970204948
6332	Larson_2008_17916801	hMSC_Donor5064L_Passage2_Day2	212581_x_at	0.998968332702
6395	André_2013_23555770	BM MSC control, patient 3	213453_x_at	0.998963456816
6277	Tailleux_2008_18167562	hMDM MTB 48h Donor8	212581_x_at	0.998962503786
6003	Karlsson_2008_18550257	hESC-derived macrophages rep2	7953385	0.998962164408
6110	Götherstrom_2010_20200148	Fetal blood MSC_2	212581_x_at	0.998958927443
5023	Chung_2011_21506733	hESC (feeder -); E2 rep2	7953385	0.998955137398
6110	Götherstrom_2010_20200148	Fetal liver MSC_1	217398_x_at	0.998954438834
6162	Park_2008_18157115	dH1f fibroblast rep 1	212581_x_at	0.998952906444
6120	Park_2009_22068423	UCB-MSC CD325 high (naïve state) rep2	212581_x_at	0.998945497297
5023	Chung_2011_21506733	hESC (feeder+); E2 rep2	7953385	0.998943937326
6518	Granchi_2010_19686055	MD2 MSC differentiation 24h donor 4	212581_x_at	0.998942138352
6326	Cramer-Morales_2013_23836560	CMP CP-CML, replicate 2	7953385	0.99894078495
6008	Szabo_2010_21057492	Day 37 CD45+ Oct-4 transduced fibroblasts treated with hematopoietic cytokines, replicate 2	7953385	0.998939033977
6277	Tailleux_2008_18167562	hMDM MTB 18h Donor11	212581_x_at	0.998932511891
6440	Rajaram_2013_24068959	TSfib HFFF2 and BCEC Cal51 coculture, replicate 1	7953385	0.998929071483
5029	Chen_2011_20735361	hESC (T3ES) rep1	212581_x_at	0.998929055214
6049	Mayshar_2010_20887957	iPSC (Fib) replicate 1	7953385	0.99892498058
5023	Chung_2011_21506733	iPSC (feeder +); iPS52 rep1	7953385	0.998923864879
6447	Frobel_2014_25241740	BM MSC iPSC day 35, donor M2 clone 6	7953385	0.998922253925
5023	Chung_2011_21506733	hESC (feeder -); E2 rep3	7953385	0.998921145067
6325	Zhang_2013_23299311	GSM1058971	7953385	0.998919478505
5016	Spence_2011_21151107	iPSC 3.12 rep3	7953385	0.998919310674
6292	Morsczeck_2009_19252934	DFC replicate 2	7953385	0.998919232804
6440	Rajaram_2013_24068959	TSfib HFFF2 and BCEC MDAMB231 coculture, replicate 2	7953385	0.998916805894
6277	Tailleux_2008_18167562	hMDM MTB 4h Donor11	212581_x_at	0.998914945549
6110	Götherstrom_2010_20200148	Fetal bone marrow MSC_2	212581_x_at	0.998911416507
